shap_total_claims,shap_unique_patients,shap_unique_physicians,shap_inpatient_claims,shap_outpatient_claims,shap_avg_claim_amount,shap_total_claim_amount,shap_max_claim_amount,shap_avg_deductible,shap_avg_hospital_stay,shap_max_hospital_stay,shap_avg_claim_duration,shap_unique_diagnosis_1,shap_unique_diagnosis_2,shap_unique_diagnosis_3,shap_avg_patient_age,shap_deceased_patient_rate,shap_chronic_alzheimer,shap_chronic_heartfailure,shap_chronic_kidney,shap_chronic_cancer,shap_chronic_diabetes,shap_claims_per_patient,shap_claims_per_physician,shap_inpatient_ratio,shap_diagnosis_diversity,fraud_probability,actual_fraud,predicted_fraud,top_fraud_driver
-0.07840507,0.03809846,0.049805604,0.01763627,-0.05832157,-0.51536196,-2.2066355,-0.32846147,0.051607065,0.05612566,-1.1387126,-0.238329,0.03244044,-0.033684924,-0.05126692,-0.24799816,-0.13822208,-0.105881244,-0.043197583,-0.58475,-0.44133416,-0.05454756,0.21745019,0.010925516,-0.06456821,-0.19693169,0.004254072,0,0,total_claim_amount
-0.060146417,-0.10680808,0.042357165,0.035693087,-0.11077116,-0.25942445,-1.9681237,-0.37642318,0.075975955,0.07286629,-1.1252571,0.56916076,-0.10233663,-0.10374931,0.015224941,-0.14085466,-0.10660421,-0.132692,-0.08153097,-0.7484347,-0.51996046,0.06832571,-1.1283251,-0.38379776,-0.07994464,-0.1870244,0.0019350143,0,0,total_claim_amount
-0.019251652,-0.10417052,-0.011925283,0.11986481,-0.11148922,0.014987478,-1.2775486,-0.112757504,0.17214337,-0.024274224,-1.6824837,-0.09527617,-0.1639961,-0.086361535,-0.052324906,-0.13020712,-0.07703207,0.018203938,-0.36681026,-0.7797785,-0.12954046,-0.062967084,-1.5013952,-0.23054904,0.054597087,-0.18965904,0.0019595108,0,0,max_hospital_stay
-0.093341164,0.0041003907,-0.17067853,0.7517526,-0.020027727,0.07388281,2.34237,0.16953628,0.14100504,-0.02240442,1.710608,0.034359522,-0.03635039,-0.06916152,-0.07380519,-0.2944515,-0.19040368,-0.18493988,-0.06503661,-0.020397928,-0.34471536,-0.17303976,-0.7558958,0.08860999,0.11207597,-0.043136254,0.9697464,1,1,total_claim_amount
-0.05759215,0.1638125,-0.007028927,-0.011180026,-0.062784165,-0.6442951,-2.1482956,-0.31873468,-0.4418255,0.11634924,-0.9402783,-0.100381196,-0.08825756,-0.090686865,-0.24400802,-0.17506891,0.28565365,-0.1456279,-0.099064626,-0.32232767,-0.06936965,-0.24857649,-0.31784943,-0.033574007,-0.08415599,-0.2789788,0.0031186754,0,0,total_claim_amount
-0.09226975,-0.069081955,-0.16200629,-0.022022404,-0.1272866,0.12968366,-0.6872229,-0.16114934,0.20890132,-0.046438985,-1.6350175,-0.12834713,-0.118647784,-0.17031345,-0.14653885,-0.35477006,-0.1858398,-0.120526314,-0.06249036,-0.18349048,-0.84814924,0.1747585,-1.178419,-0.17345154,0.07330959,-0.11409734,0.003669518,0,0,max_hospital_stay
-0.008350712,-0.32798702,-0.25677636,-0.65899074,-0.0026615467,-0.04014077,2.0553203,0.59163904,0.13671757,-0.12835598,1.4968,-0.03818208,0.041838523,-0.020138605,0.09112095,0.045216817,-0.21200286,-0.14080282,0.0925922,-0.19440958,0.096134394,-0.23090197,-0.44128433,-0.18506004,-0.008550968,0.31916472,0.93516356,1,1,total_claim_amount
-0.07734733,0.024257425,0.0132028395,0.036219593,-0.052028045,0.16551957,-1.6404867,-0.34341207,-0.4259607,0.1507952,-0.9235807,-0.510852,-0.08665142,-0.115104765,-0.21930754,-0.24093314,-0.29562774,-0.15448746,-0.4644218,-0.6319048,-0.47165182,-0.13974218,0.4386554,-0.09920826,-0.102226034,-0.4031902,0.0025412138,0,0,total_claim_amount
0.084033236,-0.038118552,0.047696464,0.24542278,-0.081469305,0.14163084,-0.26632115,-0.22915643,0.17888209,-1.1011081,2.1771135,-0.5972846,-0.13519278,-0.078979924,-0.00022002216,-0.44064924,-0.10497019,-0.26681194,-0.007855235,0.14467588,0.2547565,-0.038970754,-0.74979025,-0.2265422,0.027709723,-0.06733175,0.3700629,0,0,max_hospital_stay
-0.049193535,0.0021260567,-0.04129214,-0.0026206612,-0.070311576,-0.363495,-2.14659,-0.3703438,-0.48838994,0.15959303,-0.90725577,-0.13171875,-0.09000775,-0.16412231,-0.33972463,-0.17743921,0.31282392,-0.10333039,-0.4807035,0.10689098,0.10322377,-0.19835608,0.07984776,-0.10995995,-0.07887152,-0.38334057,0.004793629,0,0,total_claim_amount
-0.11082218,-0.05790309,-0.0933195,0.041442875,-0.04850486,-0.23797825,0.096837826,-0.13062628,-0.01461018,0.17397925,-1.4992343,-0.3475394,-0.05377789,-0.08943398,-0.20464234,-0.13469163,-0.18855646,-0.02787962,0.005430522,-0.13671592,-0.14483248,0.1693747,-0.94421756,-0.29180717,-0.16177027,0.22782779,0.026414685,0,0,max_hospital_stay
-0.05613013,-0.012626176,0.014480885,-0.0026249145,0.013172481,-0.41735718,-0.80202407,-0.30182463,-0.018938564,0.134123,-0.7047933,-0.47240838,-0.005691982,-0.08017367,0.18118502,-0.03944617,0.2382845,-0.061699353,-0.08564527,-0.65414494,0.13590975,-0.019498304,0.041071165,-0.18190089,-0.090337545,0.21050026,0.080052465,0,0,total_claim_amount
-0.14644688,0.09903463,0.058527257,0.05747452,-0.05071341,-0.33276927,0.16961761,-0.0043638805,0.010346642,0.16948757,-1.3439887,-0.1843845,-0.0034267001,-0.07896004,0.08711857,-0.26775056,-0.23659639,0.16818045,-0.17407142,-0.0092202,-0.13102852,-0.20193182,0.083261654,0.054356374,-0.108933985,-0.06688613,0.14342093,0,0,max_hospital_stay
-0.071867734,0.16441469,0.034407195,0.048118804,-0.06624387,-0.47827968,-2.019259,-0.54617465,-0.4995692,0.10946262,-0.99731076,-0.12925252,0.0197804,-0.037291024,-0.26484993,-0.35969985,-0.19399697,-0.23373389,-0.077936955,-0.74276066,0.1159482,0.19838908,-1.0570143,-0.049798682,-0.081560835,0.04618912,0.0013956651,0,0,total_claim_amount
-0.091222785,0.060542926,-0.25681698,0.03493355,0.118543394,-0.47457978,-0.7783027,-0.6254586,-0.33333662,0.13048148,-0.7861267,0.11611918,0.06838624,-0.018342301,-0.013145865,-0.439076,-0.37833834,-0.031657353,-0.04466396,-0.33280486,-0.4399416,-0.21898174,1.0542675,0.098038726,-0.08255947,0.32686174,0.060638152,0,0,claims_per_patient
-0.088695616,0.04141241,-0.008813008,0.15239295,-0.048249606,-0.07610286,-0.8866466,-0.20995252,0.018894369,0.29526275,-1.2852176,-0.22768082,-0.06242053,-0.11937023,-0.23548572,-0.16087279,-0.12989546,0.08120043,-0.12991257,-0.22553302,-0.3287771,-0.17701995,-1.0658848,-0.11772443,-0.11399328,-0.21476066,0.008775811,0,0,max_hospital_stay
-0.10140296,0.12912987,-0.18869634,0.057785437,-0.06957833,-0.28518492,-2.2291758,-0.3224536,-0.39031038,0.14547451,-0.7265833,-0.42311656,-0.113713875,-0.14719504,-0.28537685,-0.22814675,0.033900466,-0.16290352,-0.2884293,-0.41537234,-0.18191408,-0.12705187,0.51274467,-0.12809516,-0.07579505,0.17828192,0.0052918755,0,0,total_claim_amount
-0.057989467,-0.13003668,0.051240843,0.039210767,-0.21331142,-0.22535934,-2.0942307,-0.47197956,0.036094513,0.010227595,-1.1724355,0.14198664,-0.115814,-0.048488505,0.06562396,-0.27237177,-0.06981506,0.110863626,-1.0888201,-0.54027265,-0.68727195,0.25982988,-1.0083464,-0.12905717,-0.109255806,-0.18118729,0.0006723477,0,0,total_claim_amount
-0.08741454,-0.05525817,0.001220095,0.006818363,-0.03193613,-0.45306534,-0.6245414,-0.2543992,-0.010968163,0.13643122,-1.1617426,-0.30210564,-0.052416302,-0.09754496,-0.2141245,-0.24716705,-0.17773518,-0.10234808,-0.9688769,0.07003888,-0.20535786,-0.031722892,0.018672436,-0.12485464,-0.13307026,-0.44664955,0.007011188,0,0,max_hospital_stay
-0.059941947,0.015482222,0.024623388,-0.4816764,0.017585395,0.18339206,2.0187523,0.31102633,0.27055436,-0.012877567,1.1457357,0.013200657,-0.05020048,-0.025033724,-0.10122782,0.04683817,-0.16219701,0.16145901,0.028074328,-0.078816496,0.046589676,0.16576402,-0.3763094,-0.24735296,0.13168676,0.12080135,0.97593963,1,1,total_claim_amount
0.058920477,-0.7247849,-0.11230826,0.00054495316,0.052855685,-0.585122,-0.027393488,-0.38382012,-0.30376977,0.13129145,-0.97642636,-0.595169,0.0896698,-0.14092615,-0.0887987,-0.013326545,0.664342,-0.05059966,0.061853036,-0.2127376,-0.2388664,-0.16545756,-0.19724672,-0.10726072,-0.10810229,0.19799396,0.040011976,0,0,max_hospital_stay
-0.07304372,0.07439518,0.035042077,0.046170715,0.040222842,-0.23514068,-2.250019,0.004508608,0.032188196,0.14326215,-1.042203,-0.12139729,0.10168254,-0.030374642,-0.18501417,-0.39606944,-0.22237988,-0.43235254,-0.059713207,-0.25252387,0.09415969,-0.29888374,-0.4656283,-0.024809472,-0.12252855,-0.05874201,0.006046015,0,0,total_claim_amount
-0.19913298,0.021758202,-0.2566288,-0.039409764,-0.0425021,-0.17345317,0.8072483,-0.084183045,-0.00087327,0.23630396,-1.3816681,-0.41039267,0.11606156,-0.07279328,-0.20688954,-0.1525019,-0.24077445,-0.07983533,-0.13275118,-0.10542703,-0.16600044,-0.14033616,0.060664624,-0.09594458,-0.1703,-0.1926197,0.07547527,0,0,max_hospital_stay
-0.108749665,-0.10597222,0.006608425,0.11963994,-0.15747716,-0.28674966,-1.9474859,-0.28611884,0.0057633272,0.11224629,-1.1976256,-0.22734892,-0.11948755,-0.07324285,-0.032299176,-0.38413805,-0.123181514,-0.07634446,-0.12222515,-0.877845,-0.538697,-0.00011447484,-0.93433684,-0.061595894,-0.09177761,-0.2078713,0.0008084953,0,0,total_claim_amount
-0.09514075,0.10997317,-0.24488331,-0.06670116,-0.042851184,-0.045674738,0.84242463,-0.010944262,0.18976162,-0.13566369,-1.8022505,-0.011169097,-0.0030809632,-0.08718567,-0.234499,0.017352896,-0.12265169,0.23985082,-0.786461,-0.025316564,0.0010366277,-0.27482894,-0.64931303,-0.48258588,0.109649956,-0.3568368,0.033211507,0,0,max_hospital_stay
-0.058776002,0.057053715,-0.32424256,-0.085805416,-0.072865374,0.06027739,0.9550478,-0.35736418,0.16226538,-0.31444997,1.4835197,-0.082182795,0.04162225,0.013265874,-0.1144705,0.038716383,-0.104320675,-0.113369316,0.05972838,-0.14290251,0.15366334,-0.14291161,-0.8210548,-0.4034513,0.077199504,-0.2762753,0.570728,0,1,max_hospital_stay
-0.079614535,-0.111800216,-0.021839593,-0.0055712843,-0.17434181,-0.93253744,-2.0437577,-0.25997955,-0.7441787,0.06954408,-1.0153985,0.1608587,-0.19215295,-0.08579351,-0.0365247,-0.12270638,-0.26082423,-0.22649135,-0.11010488,-0.7235456,-0.96064126,0.11957839,-1.018559,-0.24088514,-0.08813619,0.16630383,0.00023819171,0,0,total_claim_amount
-0.09502864,0.19805399,-0.032997012,0.031550594,-0.08632382,-0.6329528,-2.3293889,-0.40959772,-0.45290044,0.13278577,-1.191015,-0.006138697,-0.07690193,-0.0309795,-0.21083975,-0.1272936,-0.16332567,0.07580446,-0.23643817,-0.15384826,0.068427935,-0.2707143,0.08765942,-0.15924394,-0.071869716,-0.3936732,0.002624381,0,0,total_claim_amount
-0.06623892,0.17536871,-0.04062548,0.14363477,-0.05690789,-0.08734288,0.7927275,-0.06185255,0.28621912,-0.08939417,-1.6291066,-0.06290785,0.0005739472,-0.0414638,-0.2028031,-0.085857294,-0.1962903,-0.13464756,0.13740893,0.032834776,0.052175533,-0.24286157,-0.21052249,-0.102355964,0.06977018,-0.21286207,0.22505939,0,0,max_hospital_stay
-0.073628046,-0.16337772,0.039671175,0.11332348,-0.12286174,0.044386324,-1.8763235,-0.23831578,0.109066635,-0.5142004,-1.1473106,-0.16818583,-0.17269686,-0.1008919,-0.05365386,0.1969079,-0.078260176,0.036284816,-0.6284759,-0.414988,-0.38772032,0.089957215,-1.1629003,-0.052010737,-0.015426151,-0.11824447,0.0019019453,0,0,total_claim_amount
-0.040417027,0.17154105,-0.0084356675,0.1211223,-0.013694418,-0.18333732,-0.7818278,-0.24417783,-0.023823574,0.31088558,-1.1269038,-0.07001649,-0.06042855,-0.11675911,-0.2588956,-0.07605519,0.36331704,-0.113633625,-0.122879155,0.043185536,-0.21403803,-0.25094742,-0.4375348,-0.047509577,-0.09032477,-0.29806122,0.048672576,0,0,max_hospital_stay
-0.03852148,-0.044973746,-0.042149916,0.0025283077,-0.021186804,-0.64461565,-1.0750241,-0.44263154,-0.19059117,0.14453712,-1.0739067,-0.047999498,-0.07947075,-0.11448036,-0.22005734,-0.19791427,-0.18052721,0.028854951,-0.07013498,-0.18071422,-0.17778493,-0.11245563,0.05653415,-0.15883896,-0.076475985,-0.3934031,0.008539327,0,0,total_claim_amount
-0.011204941,-0.11888475,-0.13713232,0.12785229,-0.118998654,0.14907856,-0.52161855,-0.1572652,0.21303415,-0.048766874,-1.7397345,-0.24275872,-0.20860533,-0.15938507,-0.16795366,-0.5352431,-0.19562739,-0.24164897,-0.084958054,-0.13407981,-0.43339747,-0.09755472,-1.3700179,-0.18918838,-0.016249869,0.120333835,0.0032589857,0,0,max_hospital_stay
-0.047883112,-0.08654864,-0.07877134,0.034441493,-0.08473081,0.24356538,0.32932624,-0.11830532,0.05252135,-0.1482793,-1.8718599,-0.09475049,-0.19174816,-0.14137156,-0.24195705,-0.4082723,0.2454816,-0.16081102,0.07258667,0.15279546,0.14224727,-0.11998965,-1.5835166,0.025744194,0.015194992,-0.090933464,0.027681498,0,0,max_hospital_stay
-0.10329594,-0.07706046,0.042806502,0.05897468,-0.081047505,-0.39207464,-1.9698448,-0.14540486,-0.5962789,0.10721222,-1.1094074,-0.13239439,-0.05885746,-0.10721466,-0.09616437,-0.32954916,-0.11040406,-0.032590847,-0.763413,0.8142062,-0.23343116,-0.16328414,-1.0244932,-0.46628577,-0.0825804,-0.15574889,0.0013440414,0,0,total_claim_amount
-0.08669713,-0.20084938,0.005692875,-0.028733391,-0.15508403,-0.50444245,-2.5648499,-0.21412286,-0.61988693,0.05497382,-1.0902508,-0.10347821,-0.22285573,-0.10394182,-0.15034433,-0.28153464,-0.20887117,-0.28874898,-0.24150054,-0.23622362,-0.05564871,-0.22136272,0.06848203,-0.0371565,-0.102971666,-0.1875407,0.000760296,0,0,total_claim_amount
-0.12745385,0.113263234,0.019759128,0.05177304,-0.054425485,-0.45272598,-2.2043982,-0.3937931,-0.6587153,0.06690294,-1.015528,-0.09918891,0.064837925,-0.047087032,-0.15393516,-0.17872527,-0.16160434,-0.113874614,-0.45118228,-0.103392564,0.09492951,-0.08864171,0.07125328,-0.0055809114,-0.09902908,0.089642555,0.0052722357,0,0,total_claim_amount
-0.061390836,-0.13342535,-0.07951069,0.04379016,-0.077292964,-0.3871028,-2.1147044,-0.18332481,-0.40209097,0.092254646,-1.0547518,-0.062408615,0.0035692195,-0.079568155,-0.022139495,-0.2749891,-0.19184665,-0.17517278,-0.9340421,-0.79096454,-0.079277076,-0.22468634,-0.88061696,-0.5015023,-0.11194219,-0.14852713,0.00026519995,0,0,total_claim_amount
1.4932162,-0.2689979,-0.046093125,0.081693515,0.21122836,-0.19596344,1.8056371,-0.24969278,-0.21792853,0.15879214,-0.57690966,-0.20495489,0.27937773,0.09308292,1.021813,0.03487912,-0.05825962,0.19309916,0.1714785,-0.12066844,-0.17974405,-0.12843184,0.6864888,-0.095645346,-0.07900083,0.6323293,0.9935534,1,1,total_claim_amount
-0.17931817,0.08002011,-0.0752067,0.03146065,-0.023402296,-0.32952264,-2.2438586,-0.22452873,0.05051104,0.1398634,-1.0282348,0.008012008,0.08496576,-0.04305067,-0.22104998,-0.29455867,-0.21010739,-0.25776634,-0.019830078,-0.2918851,-0.4947667,-0.23486595,0.17465208,-0.17768954,-0.10158725,-0.36590376,0.0035025813,0,0,total_claim_amount
-0.06011691,0.0467774,-0.03561568,0.050965473,-0.032105993,-0.655445,-0.5687291,-0.15077256,-0.6468026,0.15474227,-0.8922182,0.17438756,-0.02739082,-0.10571101,-0.19781987,-0.25734687,-0.20877925,0.18743618,-0.1544091,-0.4113026,-0.63089293,-0.09992598,0.50161034,-0.08801246,-0.07015383,-0.088414855,0.024864335,0,0,max_hospital_stay
-0.104458064,0.0733819,-0.11996707,-0.010417426,0.025250494,-0.48870417,-2.0724962,-0.09182209,-0.42787486,0.116281666,-0.8706512,-0.4162016,0.04563641,-0.049031787,-0.31978032,-0.24558121,-0.109367184,-0.19856517,-0.22191031,-0.6971809,0.031777527,-0.27771914,-0.44921,-0.16297284,-0.10198532,-0.2543661,0.001111387,0,0,total_claim_amount
-0.16641536,0.0005044302,-0.057463627,-0.023023164,0.0023976942,-0.14722067,1.0450939,0.26135334,-0.047144666,0.21498397,-1.4937518,-0.36119643,0.0080489265,0.01984416,-0.109359466,-0.07894929,0.03587507,-0.073410876,-0.08128228,-0.46936452,-0.7635113,0.01030602,-0.03904318,-0.055150785,-0.096153654,0.25797814,0.16670643,0,0,max_hospital_stay
1.4506222,-0.32132798,-0.08644893,0.036690183,0.14252095,-0.08445718,2.4876425,-0.072290525,-0.24155495,0.22101402,-0.4870027,-0.36804116,0.27047047,0.055325653,1.0495734,0.019435953,-0.12854809,-0.051171843,-0.047429085,-0.07197944,0.15901011,-0.152876,0.59386146,-0.1182246,-0.081219755,0.62625396,0.9954892,1,1,total_claim_amount
-0.034054425,-0.16908638,-0.00093481084,0.05653501,-0.18220896,-0.55316544,-2.230659,-0.15056925,-0.32579175,0.09900734,-1.2930622,0.056784038,-0.17473046,-0.129891,-0.08094078,0.24335004,-0.17337254,-0.0875442,-0.6905664,-0.2644009,-0.058039393,-0.20753026,-1.0804936,-0.057374325,-0.084152795,-0.17505018,0.0007834355,0,0,total_claim_amount
-0.17150368,0.1116326,0.049588837,0.147814,-0.047386233,-0.09091644,-1.0053794,-0.11327453,-0.018744208,0.102370135,-1.2774991,-0.07470235,0.116896585,-0.09605932,-0.21543992,0.031325288,-0.16180602,-0.33878547,-1.093555,-0.21027921,-0.051293153,-0.30965686,-0.6901236,-0.26272577,-0.052412726,-0.068386704,0.005522431,0,0,max_hospital_stay
-0.086344704,0.07024751,-0.049709402,0.07461681,-0.068761215,-0.4831937,-1.5022854,-0.26245022,-0.57333684,0.11696859,-0.70650905,0.17904405,-0.063308075,-0.094176225,-0.28608894,-0.10781769,-0.22896302,-0.30749005,-0.18584624,-0.63988626,-0.5917615,-0.12073952,0.966141,-0.07192131,-0.083437406,0.31051,0.014779914,0,0,total_claim_amount
-0.07534061,-0.015667934,0.05817653,-0.27232423,-0.017761432,-0.033605754,1.1503956,-0.22376768,0.25517938,-0.114664294,-1.2466625,-0.29064518,-0.038075812,-0.102114,0.01788628,-0.04894226,0.5584523,0.06053498,-0.19344862,0.06702344,-0.23106702,-0.06993456,-0.04683775,0.01858775,-0.03952743,-0.0905095,0.40908313,0,0,max_hospital_stay
-0.05593368,-0.15130611,0.027194701,0.035319358,-0.1306723,0.14713556,-2.2127805,-0.48698407,-0.63351274,0.10569516,-1.1386399,0.33265126,-0.095763825,-0.14160101,-0.12579887,-0.26600984,-0.18369567,-0.05864597,0.12994006,-0.068913,0.09672452,0.08016804,-0.9231791,-0.1073028,-0.06429863,0.08463868,0.005439205,0,0,total_claim_amount
-0.04306455,-0.1478901,0.03896143,0.030490555,-0.10752053,-0.52560955,-2.5131207,-0.01413492,-0.70535016,0.10548329,-1.2056733,-0.015521157,-0.09484526,-0.10815039,-0.16684294,-0.25977916,-0.20789543,-0.09570514,0.007843552,-0.22974741,-0.43141395,-0.13308562,0.08401771,-0.52934396,-0.06790522,-0.2025446,0.0009659385,0,0,total_claim_amount
-0.07595073,0.15030913,0.016323436,0.0050257924,-0.019072533,-0.4687442,-2.1820881,-0.057033688,-0.51422054,0.10976362,-1.017093,-0.14235006,-0.07805615,-0.118520685,-0.21299145,-0.24281009,-0.22332108,-0.14126988,0.032493137,-0.59392387,-0.5615914,-0.20949854,0.10123255,-0.16655219,-0.08911424,-0.4028635,0.0014936848,0,0,total_claim_amount
-0.13683729,0.062681586,-0.027446756,0.04072849,-0.081988245,-0.45198005,-2.1009173,-0.47398955,-0.4621391,0.17539799,-1.0124669,-0.19522619,0.00042743838,-0.11737129,-0.30844525,-0.09441968,0.08483662,-0.11093404,0.07360747,-0.25608277,-0.5845875,-0.22048366,-0.81987303,-0.05351286,-0.059757486,-0.33457854,0.0010389992,0,0,total_claim_amount
1.5249766,-0.24108365,-0.24391499,0.08292628,0.20357479,-0.24060549,1.6325611,-0.1719277,-0.2758603,0.1928625,-0.6041125,-0.30954468,0.24667406,0.15587796,1.0993869,-0.025128543,-0.10021199,-0.057402253,-0.22595394,-0.26061895,0.1610185,-0.14709516,0.2004222,-0.1582042,-0.09253012,0.7025973,0.9745582,1,1,total_claim_amount
-0.06081144,0.06360523,-0.010345362,0.0040004663,-0.05595035,-0.29176313,-2.2495058,-0.0964584,-0.46361196,0.08479596,-0.9357191,-0.1828772,0.06770288,-0.034672022,-0.19809705,-0.2304614,-0.2571982,-0.14404531,-0.11287194,-0.83202523,-0.2680358,-0.19572207,0.14166163,-0.13196982,-0.12557861,-0.29867122,0.001989812,0,0,total_claim_amount
-0.07678351,0.22409196,-0.012837199,0.064734556,-0.06692785,-0.121546,-1.9184078,-0.11062274,0.008499112,0.10220385,-1.172024,0.044201445,0.13383316,-0.016335713,-0.14956522,-0.25377414,-0.050517607,0.11734041,0.014053483,-0.37069726,-0.45735615,-0.25252432,-0.48215294,0.1354037,-0.12523568,-0.3192276,0.0108222505,0,0,total_claim_amount
-0.20889609,-0.12989675,-0.017539268,0.089536674,-0.13179116,-0.14330478,-2.3163524,-0.11064112,0.035385728,0.17475466,-0.8143179,-0.15568836,0.024038648,-0.08614638,-0.18942907,-0.2806541,-0.10552049,-0.19439034,-0.7513801,-0.7034663,-0.29288757,-0.03178529,1.2169052,-0.14066459,-0.10966913,-0.39637896,0.00563406,0,0,total_claim_amount
-0.013924165,-0.09779579,-0.16435516,0.06413224,-0.09532892,-0.73911643,-2.0555573,-0.1711285,-0.6794645,0.0911554,-1.0723575,0.0067699864,-0.10440759,-0.14171757,-0.10155611,-0.33750862,-0.19678572,-0.22958353,-1.1981026,-0.049192257,-0.40199673,-0.12309889,-1.1396844,-0.096751675,-0.0612714,-0.17937532,0.00016804646,0,0,total_claim_amount
-0.15118971,0.1813907,-0.11892686,0.10549346,-0.13364723,0.031643685,-0.9077002,-0.092397295,0.018896457,0.16142538,-1.3260876,-0.13969238,0.011155668,0.02537219,-0.109270796,-0.23551627,-0.21972388,-0.1706838,-0.923756,0.044808894,0.07525785,-0.10849957,-0.75064516,-0.59416527,-0.110463,-0.15803489,0.006705816,0,0,max_hospital_stay
